"","tpr","expansion","conductance","modularity","algorithm","clusters"
"1",0.0625,1.15625,0.271785328225082,0.454634853268464,"edge.betweenness",5
"2",0.0625,1.375,0.291168284941854,0.459370632990011,"fastgreedy",5
"3",0.109375,0.25,0.0695512820512821,0.0635577868640341,"label.propagation",2
"4",0.046875,1.0625,0.235703599013946,0.415998136742405,"leading.eigenvector",4
"5",0.0625,1.21875,0.263490991889645,0.453573831582216,"multilevel",4
"6",0.0625,1.46875,0.328720608268183,0.472879250556389,"spinglass",6
"7",0.0625,0.78125,0.175572502813491,0.437477350234985,"walktrap",3
"8",0.0625,1.28125,0.271521061782922,0.480461673826406,"infomap",5
